년월,시군구명,성별코드,가맹점업종명,총결제금액
Jul-19,용인시 수지구,M,학원,11125070
Jul-19,용인시 수지구,M,일반휴게음식,29838412
Jul-19,용인시 처인구,F,농업,5000
Jul-19,용인시 처인구,F,병원,5170
Jul-19,용인시 처인구,F,기타,6050
Jul-19,용인시 처인구,F,사무통신,27000
Jul-19,용인시 처인구,F,광학제품,63000
Jul-19,용인시 처인구,F,전기제품,70600
Jul-19,용인시 처인구,F,수리서비스,91230
Jul-19,용인시 처인구,F,용역 서비스,100000
Jul-19,용인시 처인구,F,자동차정비 유지,132500
Jul-19,용인시 처인구,F,레저업소,404300
Jul-19,용인시 처인구,F,건강식품,407000
Jul-19,용인시 처인구,F,레져용품,416600
Jul-19,용인시 처인구,F,서적문구,488050
Jul-19,용인시 처인구,F,신변잡화,491550
Jul-19,용인시 처인구,F,회원제형태,740000
Jul-19,용인시 처인구,F,문화.취미,772200
Jul-19,용인시 처인구,F,기타의료기관,782500
Jul-19,용인시 처인구,F,연료판매점,1244915
Jul-19,용인시 처인구,F,약국,1423450
Jul-19,용인시 처인구,F,의류,2598840
Jul-19,용인시 처인구,F,의원,2602860
Jul-19,용인시 처인구,F,보건위생,2796350
Jul-19,용인시 처인구,F,유통업 영리,3491470
Jul-19,용인시 처인구,F,음료식품,4568067
Jul-19,용인시 처인구,F,학원,5937800
Jul-19,용인시 처인구,F,일반휴게음식,27826570
Jul-19,용인시 처인구,M,유통업 비영리,2400
Jul-19,용인시 처인구,M,가구,4000
Jul-19,용인시 처인구,M,사무통신,5000
Jul-19,용인시 처인구,M,용역 서비스,14000
Jul-19,용인시 처인구,M,광학제품,20000
Jul-19,용인시 처인구,M,숙박업,28000
Jul-19,용인시 처인구,M,기타,61800
Jul-19,용인시 처인구,M,건축자재,96300
Jul-19,용인시 처인구,M,전기제품,153350
Jul-19,용인시 처인구,M,수리서비스,178600
Jul-19,용인시 처인구,M,회원제형태,213000
Jul-19,용인시 처인구,M,서적문구,241720
Jul-19,용인시 처인구,M,문화.취미,250000
Jul-19,용인시 처인구,M,신변잡화,369050
Jul-19,용인시 처인구,M,직물,371900
Jul-19,용인시 처인구,M,의류,605300
Jul-19,용인시 처인구,M,자동차정비 유지,650180
Jul-19,용인시 처인구,M,레져용품,694450
Jul-19,용인시 처인구,M,병원,1189500
Jul-19,용인시 처인구,M,레저업소,1243850
Jul-19,용인시 처인구,M,기타의료기관,1434800
Jul-19,용인시 처인구,M,약국,1612430
Jul-19,용인시 처인구,M,보건위생,1731500
Jul-19,용인시 처인구,M,연료판매점,2369406
Jul-19,용인시 처인구,M,음료식품,4152740
Jul-19,용인시 처인구,M,의원,4187280
Jul-19,용인시 처인구,M,학원,5286000
Jul-19,용인시 처인구,M,유통업 영리,5696780
Jul-19,용인시 처인구,M,일반휴게음식,32758680
Jul-19,의정부시,F,숙박업,25000
Jul-19,의정부시,F,전기제품,32600
Jul-19,의정부시,F,건축자재,55400
Jul-19,의정부시,F,주방용구,58000
Jul-19,의정부시,F,사무통신,111100
Jul-19,의정부시,F,용역 서비스,133500
Jul-19,의정부시,F,기타,205400
Jul-19,의정부시,F,건강식품,237800
Jul-19,의정부시,F,직물,270000
Jul-19,의정부시,F,연료판매점,430000
Jul-19,의정부시,F,레져용품,489300
Jul-19,의정부시,F,수리서비스,514360
Jul-19,의정부시,F,자동차정비 유지,553000
Jul-19,의정부시,F,광학제품,1015500
Jul-19,의정부시,F,신변잡화,1052450
Jul-19,의정부시,F,문화.취미,1203720
Jul-19,의정부시,F,서적문구,1235460
Jul-19,의정부시,F,약국,2501950
Jul-19,의정부시,F,의류,3405150
Jul-19,의정부시,F,기타의료기관,3646660
Jul-19,의정부시,F,회원제형태,4914350
Jul-19,의정부시,F,레저업소,6153200
Jul-19,의정부시,F,의원,7412500
Jul-19,의정부시,F,보건위생,9438260
Jul-19,의정부시,F,학원,16238100
Jul-19,의정부시,F,유통업 영리,16989750
Jul-19,의정부시,F,음료식품,18571837
Jul-19,의정부시,F,일반휴게음식,80742510
Jul-19,의정부시,M,농업,16000
Jul-19,의정부시,M,건강식품,18000
Jul-19,의정부시,M,전기제품,28600
Jul-19,의정부시,M,자동차판매,52000
Jul-19,의정부시,M,용역 서비스,66000
Jul-19,의정부시,M,기타,129099
Jul-19,의정부시,M,주방용구,141000
Jul-19,의정부시,M,건축자재,259800
Jul-19,의정부시,M,사무통신,299600
Jul-19,의정부시,M,숙박업,390000
Jul-19,의정부시,M,수리서비스,429440
Jul-19,의정부시,M,신변잡화,544450
Jul-19,의정부시,M,문화.취미,553200
Jul-19,의정부시,M,직물,577000
Jul-19,의정부시,M,서적문구,690630
Jul-19,의정부시,M,의류,945100
Jul-19,의정부시,M,레져용품,1199100
Jul-19,의정부시,M,광학제품,1314000
Jul-19,의정부시,M,자동차정비 유지,1844000
Jul-19,의정부시,M,약국,1997970
Jul-19,의정부시,M,연료판매점,2225941
Jul-19,의정부시,M,회원제형태,2831000
Jul-19,의정부시,M,기타의료기관,3185300
Jul-19,의정부시,M,의원,4059200
Jul-19,의정부시,M,레저업소,5113000
Jul-19,의정부시,M,보건위생,5928500
Jul-19,의정부시,M,학원,7629100
Jul-19,의정부시,M,음료식품,11935847
Jul-19,의정부시,M,유통업 영리,18655910
Jul-19,의정부시,M,일반휴게음식,84568140
Jul-19,이천시,F,여행,5000
Jul-19,이천시,F,건강식품,8000
Jul-19,이천시,F,건축자재,9000
Jul-19,이천시,F,주방용구,31000
Jul-19,이천시,F,기타,35500
Jul-19,이천시,F,유통업 비영리,45000
Jul-19,이천시,F,연료판매점,50000
Jul-19,이천시,F,기타의료기관,72100
Jul-19,이천시,F,수리서비스,104480
Jul-19,이천시,F,사무통신,120000
Jul-19,이천시,F,신변잡화,183800
Jul-19,이천시,F,문화.취미,196700
Jul-19,이천시,F,레져용품,226200
Jul-19,이천시,F,용역 서비스,350500
Jul-19,이천시,F,서적문구,425100
Jul-19,이천시,F,자동차정비 유지,460580
Jul-19,이천시,F,의류,707900
Jul-19,이천시,F,회원제형태,1133000
Jul-19,이천시,F,레저업소,1415000
Jul-19,이천시,F,병원,1528140
Jul-19,이천시,F,약국,2763530
Jul-19,이천시,F,보건위생,3030800
Jul-19,이천시,F,음료식품,3947210
Jul-19,이천시,F,유통업 영리,4241510
Jul-19,이천시,F,학원,5997550
Jul-19,이천시,F,의원,6060330
Jul-19,이천시,F,일반휴게음식,18845787
Jul-19,이천시,M,전기제품,4400
Jul-19,이천시,M,주방용구,13000
Jul-19,이천시,M,여행,14000
Jul-19,이천시,M,기타,41400
Jul-19,이천시,M,수리서비스,67130
Jul-19,이천시,M,연료판매점,72629
Jul-19,이천시,M,레져용품,85000
Jul-19,이천시,M,건축자재,111600
Jul-19,이천시,M,의류,144200
Jul-19,이천시,M,문화.취미,157000
Jul-19,이천시,M,숙박업,171000
Jul-19,이천시,M,신변잡화,209200
Jul-19,이천시,M,자동차정비 유지,210151
Jul-19,이천시,M,기타의료기관,400000
Jul-19,이천시,M,서적문구,640900
Jul-19,이천시,M,광학제품,665000
Jul-19,이천시,M,레저업소,1066500
Jul-19,이천시,M,회원제형태,1228000
Jul-19,이천시,M,약국,1492280
Jul-19,이천시,M,병원,1641490
Jul-19,이천시,M,보건위생,2051410
Jul-19,이천시,M,음료식품,2367470
Jul-19,이천시,M,의원,4683800
Jul-19,이천시,M,학원,5804500
Jul-19,이천시,M,유통업 영리,6348270
Jul-19,이천시,M,일반휴게음식,24285050
Jul-19,파주시,F,가구,1000
Jul-19,파주시,F,전기제품,12000
Jul-19,파주시,F,기타,18100
Jul-19,파주시,F,숙박업,25000
Jul-19,파주시,F,광학제품,45000
Jul-19,파주시,F,주방용구,50500
Jul-19,파주시,F,농업,86000
Jul-19,파주시,F,건축자재,86000
Jul-19,파주시,F,용역 서비스,148000
Jul-19,파주시,F,건강식품,162000
Jul-19,파주시,F,신변잡화,374100
Jul-19,파주시,F,연료판매점,463270
Jul-19,파주시,F,수리서비스,500510
Jul-19,파주시,F,직물,705000
Jul-19,파주시,F,자동차정비 유지,737000
Jul-19,파주시,F,문화.취미,875960
Jul-19,파주시,F,레져용품,972600
Jul-19,파주시,F,의류,1209850
Jul-19,파주시,F,약국,2504060
Jul-19,파주시,F,기타의료기관,3313100
Jul-19,파주시,F,회원제형태,3803000
Jul-19,파주시,F,서적문구,4705890
Jul-19,파주시,F,레저업소,5362100
Jul-19,파주시,F,의원,7758800
Jul-19,파주시,F,유통업 영리,11257160
Jul-19,파주시,F,보건위생,11279650
Jul-19,파주시,F,음료식품,15161845
Jul-19,파주시,F,학원,23342100
Jul-19,파주시,F,일반휴게음식,69328600
Jul-19,파주시,M,가구,4000
Jul-19,파주시,M,주방용구,5000
Jul-19,파주시,M,사무통신,22000
Jul-19,파주시,M,여행,31000
Jul-19,파주시,M,전기제품,70000
Jul-19,파주시,M,건축자재,82300
Jul-19,파주시,M,농업,86000
Jul-19,파주시,M,숙박업,142000
Jul-19,파주시,M,기타,158500
Jul-19,파주시,M,의류,215000
Jul-19,파주시,M,수리서비스,323340
Jul-19,파주시,M,연료판매점,362076
Jul-19,파주시,M,건강식품,400000
Jul-19,파주시,M,광학제품,555000
Jul-19,파주시,M,기타의료기관,574500
Jul-19,파주시,M,용역 서비스,672000
Jul-19,파주시,M,자동차정비 유지,757700
Jul-19,파주시,M,신변잡화,966900
Jul-19,파주시,M,레져용품,997700
Jul-19,파주시,M,문화.취미,1012250
Jul-19,파주시,M,약국,1478300
Jul-19,파주시,M,직물,1557300
Jul-19,파주시,M,회원제형태,2170500
Jul-19,파주시,M,서적문구,2494940
Jul-19,파주시,M,의원,3522020
Jul-19,파주시,M,레저업소,4479800
Jul-19,파주시,M,보건위생,6702050
Jul-19,파주시,M,음료식품,9163361
Jul-19,파주시,M,학원,11345400
Jul-19,파주시,M,유통업 영리,12421100
Jul-19,파주시,M,일반휴게음식,69851630
Jul-19,평택시,F,일반휴게음식,67000
Jul-19,평택시,M,일반휴게음식,74000
Jul-19,평택시,M,유통업 영리,136400
Jul-19,하남시,F,숙박업,90000
Jul-19,하남시,F,가구,106800
Jul-19,하남시,F,주방용구,111600
Jul-19,하남시,F,사무통신,153900
Jul-19,하남시,F,건축자재,250500
Jul-19,하남시,F,직물,396670
Jul-19,하남시,F,건강식품,457350
Jul-19,하남시,F,광학제품,795500
Jul-19,하남시,F,유통업 비영리,859480
Jul-19,하남시,F,기타,1079500
Jul-19,하남시,F,용역 서비스,1079800
Jul-19,하남시,F,신변잡화,1228100
Jul-19,하남시,F,수리서비스,2094620
Jul-19,하남시,F,자동차정비 유지,2626100
Jul-19,하남시,F,문화.취미,2826340
Jul-19,하남시,F,레져용품,3169623
Jul-19,하남시,F,병원,4933800
Jul-19,하남시,F,서적문구,5064060
Jul-19,하남시,F,의류,6385500
Jul-19,하남시,F,회원제형태,8534200
Jul-19,하남시,F,기타의료기관,11665755
Jul-19,하남시,F,약국,16386798
Jul-19,하남시,F,레저업소,19604882
Jul-19,하남시,F,보건위생,27617610
Jul-19,하남시,F,연료판매점,35602116
Jul-19,하남시,F,의원,47401590
Jul-19,하남시,F,음료식품,48620450
Jul-19,하남시,F,학원,93272270
Jul-19,하남시,F,유통업 영리,101846267
Jul-19,하남시,F,일반휴게음식,167581628
Jul-19,하남시,M,사무통신,70300
Jul-19,하남시,M,가구,80000
Jul-19,하남시,M,건축자재,107300
Jul-19,하남시,M,직물,108800
Jul-19,하남시,M,광학제품,190000
Jul-19,하남시,M,주방용구,296400
Jul-19,하남시,M,유통업 비영리,360630
Jul-19,하남시,M,용역 서비스,486800
Jul-19,하남시,M,건강식품,530600
Jul-19,하남시,M,기타,582500
Jul-19,하남시,M,신변잡화,657900
Jul-19,하남시,M,숙박업,820000
Jul-19,하남시,M,수리서비스,1204580
Jul-19,하남시,M,문화.취미,1465230
Jul-19,하남시,M,서적문구,2108870
Jul-19,하남시,M,의류,2149620
Jul-19,하남시,M,병원,3029300
Jul-19,하남시,M,레져용품,3475700
Jul-19,하남시,M,자동차정비 유지,3879290
Jul-19,하남시,M,회원제형태,6940000
Jul-19,하남시,M,기타의료기관,8239301
Jul-19,하남시,M,약국,9779040
Jul-19,하남시,M,레저업소,10872700
Jul-19,하남시,M,보건위생,12496775
Jul-19,하남시,M,음료식품,23924428
Jul-19,하남시,M,의원,30698980
Jul-19,하남시,M,연료판매점,42353221
Jul-19,하남시,M,학원,59305020
Jul-19,하남시,M,유통업 영리,64454590
Jul-19,하남시,M,일반휴게음식,142662952
Jul-19,화성시,F,농업,27000
Jul-19,화성시,F,사무통신,32000
Jul-19,화성시,F,주방용구,140000
Jul-19,화성시,F,기타,164000
Jul-19,화성시,F,건축자재,326500
Jul-19,화성시,F,가구,500000
Jul-19,화성시,F,직물,697000
Jul-19,화성시,F,용역 서비스,915200
Jul-19,화성시,F,건강식품,1196350
Jul-19,화성시,F,병원,2106420
Jul-19,화성시,F,자동차정비 유지,2216490
Jul-19,화성시,F,광학제품,2269400
Jul-19,화성시,F,신변잡화,2426810
Jul-19,화성시,F,레져용품,3018500
Jul-19,화성시,F,연료판매점,3150864
Jul-19,화성시,F,수리서비스,3431922
Jul-19,화성시,F,문화.취미,3542800
Jul-19,화성시,F,의류,10958640
Jul-19,화성시,F,약국,11894054
Jul-19,화성시,F,서적문구,14155540
Jul-19,화성시,F,기타의료기관,16509770
Jul-19,화성시,F,레저업소,21872060
Jul-19,화성시,F,회원제형태,28168500
Jul-19,화성시,F,유통업 영리,35044660
Jul-19,화성시,F,의원,46135460
Jul-19,화성시,F,보건위생,53708950
Jul-19,화성시,F,음료식품,71018940
Jul-19,화성시,F,학원,239920345
Jul-19,화성시,F,일반휴게음식,285834560
Jul-19,화성시,M,숙박업,20000
Jul-19,화성시,M,사무통신,60800
Jul-19,화성시,M,병원,148600
Jul-19,화성시,M,농업,199000
Jul-19,화성시,M,직물,376000
Jul-19,화성시,M,기타,494500
Jul-19,화성시,M,신변잡화,586340
Jul-19,화성시,M,건축자재,661850
Jul-19,화성시,M,건강식품,906850
Jul-19,화성시,M,용역 서비스,1006400
Jul-19,화성시,M,가구,1500000
Jul-19,화성시,M,문화.취미,1882750
Jul-19,화성시,M,수리서비스,1913800
Jul-19,화성시,M,광학제품,2136000
Jul-19,화성시,M,레져용품,2895100
Jul-19,화성시,M,자동차정비 유지,3753189
Jul-19,화성시,M,의류,4634700
Jul-19,화성시,M,연료판매점,5989449
Jul-19,화성시,M,약국,7825100
Jul-19,화성시,M,서적문구,8230740
Jul-19,화성시,M,회원제형태,14978225
Jul-19,화성시,M,기타의료기관,15834840
Jul-19,화성시,M,레저업소,18241100
Jul-19,화성시,M,의원,37788470
Jul-19,화성시,M,보건위생,39059900
Jul-19,화성시,M,유통업 영리,40176870
Jul-19,화성시,M,음료식품,40861723
Jul-19,화성시,M,학원,122122968
Jul-19,화성시,M,일반휴게음식,243918389
Aug-19,가평군,F,가구,6600
Aug-19,가평군,F,사무통신,7000
Aug-19,가평군,F,용역 서비스,8000
Aug-19,가평군,F,광학제품,18000
Aug-19,가평군,F,수리서비스,32200
Aug-19,가평군,F,레져용품,39000
Aug-19,가평군,F,농업,42000
Aug-19,가평군,F,회원제형태,50000
Aug-19,가평군,F,의류,69000
Aug-19,가평군,F,자동차정비 유지,88800
Aug-19,가평군,F,서적문구,138000
Aug-19,가평군,F,약국,299200
Aug-19,가평군,F,기타,371800
Aug-19,가평군,F,문화.취미,403700
Aug-19,가평군,F,건축자재,407900
Aug-19,가평군,F,레저업소,429000
Aug-19,가평군,F,신변잡화,491900
Aug-19,가평군,F,의원,559400
Aug-19,가평군,F,숙박업,621000
Aug-19,가평군,F,보건위생,747800
Aug-19,가평군,F,연료판매점,1288220
Aug-19,가평군,F,음료식품,1734760
Aug-19,가평군,F,학원,1940000
Aug-19,가평군,F,유통업 영리,3584930
Aug-19,가평군,F,유통업 비영리,4268770
Aug-19,가평군,F,일반휴게음식,7319500
Aug-19,가평군,M,건강식품,5500
Aug-19,가평군,M,사무통신,10000
Aug-19,가평군,M,수리서비스,10400
Aug-19,가평군,M,건축자재,18300
Aug-19,가평군,M,직물,25000
Aug-19,가평군,M,숙박업,25500
Aug-19,가평군,M,광학제품,30000
Aug-19,가평군,M,레져용품,65000
Aug-19,가평군,M,의류,66000
Aug-19,가평군,M,신변잡화,78600
Aug-19,가평군,M,보건위생,108000
Aug-19,가평군,M,서적문구,164250
Aug-19,가평군,M,기타,172800
Aug-19,가평군,M,학원,180000
Aug-19,가평군,M,농업,210500
Aug-19,가평군,M,문화.취미,279000
Aug-19,가평군,M,약국,298410
Aug-19,가평군,M,자동차정비 유지,515000
Aug-19,가평군,M,의원,527500
Aug-19,가평군,M,레저업소,695700
Aug-19,가평군,M,음료식품,1618600
Aug-19,가평군,M,유통업 비영리,2951610
Aug-19,가평군,M,연료판매점,3361042
Aug-19,가평군,M,유통업 영리,5202470
Aug-19,가평군,M,일반휴게음식,12264000
Aug-19,고양시 덕양구,F,유통업 비영리,16600
Aug-19,고양시 덕양구,F,주방용구,35300
Aug-19,고양시 덕양구,F,농업,64000
Aug-19,고양시 덕양구,F,건축자재,86000
Aug-19,고양시 덕양구,F,전기제품,129000
Aug-19,고양시 덕양구,F,숙박업,196000
Aug-19,고양시 덕양구,F,건강식품,300000
Aug-19,고양시 덕양구,F,광학제품,318400
Aug-19,고양시 덕양구,F,직물,353000
Aug-19,고양시 덕양구,F,기타,355500
Aug-19,고양시 덕양구,F,사무통신,785600
Aug-19,고양시 덕양구,F,수리서비스,1251270
Aug-19,고양시 덕양구,F,용역 서비스,1644200
Aug-19,고양시 덕양구,F,자동차정비 유지,1883970
Aug-19,고양시 덕양구,F,문화.취미,1935150
Aug-19,고양시 덕양구,F,신변잡화,2156150
Aug-19,고양시 덕양구,F,의류,2260450
Aug-19,고양시 덕양구,F,레져용품,2851400
Aug-19,고양시 덕양구,F,서적문구,5976500
Aug-19,고양시 덕양구,F,약국,7438668
Aug-19,고양시 덕양구,F,기타의료기관,10097920
Aug-19,고양시 덕양구,F,보건위생,19447400
Aug-19,고양시 덕양구,F,의원,22898570
Aug-19,고양시 덕양구,F,레저업소,23621310
Aug-19,고양시 덕양구,F,유통업 영리,26917540
Aug-19,고양시 덕양구,F,회원제형태,28381800
Aug-19,고양시 덕양구,F,음료식품,34130860
Aug-19,고양시 덕양구,F,학원,95868680
Aug-19,고양시 덕양구,F,일반휴게음식,156787552
Aug-19,고양시 덕양구,M,농업,5500
Aug-19,고양시 덕양구,M,병원,12800
Aug-19,고양시 덕양구,M,건축자재,65000
Aug-19,고양시 덕양구,M,자동차판매,79000
Aug-19,고양시 덕양구,M,주방용구,163500
Aug-19,고양시 덕양구,M,광학제품,178000
Aug-19,고양시 덕양구,M,유통업 비영리,197000
Aug-19,고양시 덕양구,M,숙박업,304000
Aug-19,고양시 덕양구,M,사무통신,308000
Aug-19,고양시 덕양구,M,전기제품,361800
Aug-19,고양시 덕양구,M,신변잡화,449950
Aug-19,고양시 덕양구,M,건강식품,570000
Aug-19,고양시 덕양구,M,용역 서비스,654615
Aug-19,고양시 덕양구,M,기타,702500
Aug-19,고양시 덕양구,M,의류,930400
Aug-19,고양시 덕양구,M,직물,1041000
Aug-19,고양시 덕양구,M,수리서비스,1155990
Aug-19,고양시 덕양구,M,문화.취미,1596600
Aug-19,고양시 덕양구,M,레져용품,2323500
Aug-19,고양시 덕양구,M,서적문구,2999370
Aug-19,고양시 덕양구,M,약국,4546330
Aug-19,고양시 덕양구,M,자동차정비 유지,5224970
Aug-19,고양시 덕양구,M,기타의료기관,5423850
Aug-19,고양시 덕양구,M,회원제형태,9276000
Aug-19,고양시 덕양구,M,레저업소,9359600
Aug-19,고양시 덕양구,M,의원,13433920
Aug-19,고양시 덕양구,M,보건위생,15165200
Aug-19,고양시 덕양구,M,음료식품,19238912
Aug-19,고양시 덕양구,M,유통업 영리,33771450
Aug-19,고양시 덕양구,M,학원,45107485
Aug-19,고양시 덕양구,M,일반휴게음식,143450961
Aug-19,고양시 일산동구,F,전기제품,43000
Aug-19,고양시 일산동구,F,직물,58000
Aug-19,고양시 일산동구,F,숙박업,60000
Aug-19,고양시 일산동구,F,사무통신,85100
Aug-19,고양시 일산동구,F,건강식품,172300
Aug-19,고양시 일산동구,F,건축자재,185500
Aug-19,고양시 일산동구,F,주방용구,319800
Aug-19,고양시 일산동구,F,기타,357500
Aug-19,고양시 일산동구,F,수리서비스,1170360
Aug-19,고양시 일산동구,F,용역 서비스,1538300
Aug-19,고양시 일산동구,F,신변잡화,1965200
Aug-19,고양시 일산동구,F,레져용품,2104600
Aug-19,고양시 일산동구,F,문화.취미,2124830
Aug-19,고양시 일산동구,F,광학제품,2506000
Aug-19,고양시 일산동구,F,자동차정비 유지,2981200
Aug-19,고양시 일산동구,F,서적문구,3088445
Aug-19,고양시 일산동구,F,약국,4010510
Aug-19,고양시 일산동구,F,의류,4483300
Aug-19,고양시 일산동구,F,가구,8140000
Aug-19,고양시 일산동구,F,레저업소,8458800
Aug-19,고양시 일산동구,F,의원,12885540
Aug-19,고양시 일산동구,F,회원제형태,14253825
Aug-19,고양시 일산동구,F,음료식품,20296492
Aug-19,고양시 일산동구,F,유통업 영리,22818350
Aug-19,고양시 일산동구,F,보건위생,28870370
Aug-19,고양시 일산동구,F,기타의료기관,31095560
Aug-19,고양시 일산동구,F,학원,68134770
Aug-19,고양시 일산동구,F,일반휴게음식,138862640
Aug-19,고양시 일산동구,M,직물,15400
Aug-19,고양시 일산동구,M,용역 서비스,36000
Aug-19,고양시 일산동구,M,숙박업,90000
Aug-19,고양시 일산동구,M,주방용구,145700
Aug-19,고양시 일산동구,M,전기제품,152000
Aug-19,고양시 일산동구,M,건강식품,459000
Aug-19,고양시 일산동구,M,문화.취미,720800
Aug-19,고양시 일산동구,M,사무통신,747200
Aug-19,고양시 일산동구,M,건축자재,812700
Aug-19,고양시 일산동구,M,신변잡화,1074250
Aug-19,고양시 일산동구,M,기타,1359700
Aug-19,고양시 일산동구,M,광학제품,1418026
Aug-19,고양시 일산동구,M,가구,1440000
Aug-19,고양시 일산동구,M,수리서비스,1450990
Aug-19,고양시 일산동구,M,의류,1727600
Aug-19,고양시 일산동구,M,약국,2296140
Aug-19,고양시 일산동구,M,레져용품,3088200
Aug-19,고양시 일산동구,M,서적문구,3232040
Aug-19,고양시 일산동구,M,자동차정비 유지,5154100
Aug-19,고양시 일산동구,M,레저업소,6923000
Aug-19,고양시 일산동구,M,회원제형태,7047000
Aug-19,고양시 일산동구,M,의원,7431210
Aug-19,고양시 일산동구,M,음료식품,10343782
Aug-19,고양시 일산동구,M,보건위생,11426250
Aug-19,고양시 일산동구,M,기타의료기관,19080840
Aug-19,고양시 일산동구,M,유통업 영리,22803120
Aug-19,고양시 일산동구,M,학원,33728510
Aug-19,고양시 일산동구,M,일반휴게음식,128575738
Aug-19,고양시 일산서구,F,농업,15000
Aug-19,고양시 일산서구,F,사무통신,72000
Aug-19,고양시 일산서구,F,주방용구,115000
Aug-19,고양시 일산서구,F,숙박업,125000
Aug-19,고양시 일산서구,F,건축자재,143200
Aug-19,고양시 일산서구,F,용역 서비스,143800
Aug-19,고양시 일산서구,F,기타,428000
Aug-19,고양시 일산서구,F,신변잡화,512100
Aug-19,고양시 일산서구,F,수리서비스,669360
Aug-19,고양시 일산서구,F,문화.취미,782800
Aug-19,고양시 일산서구,F,직물,1039000
Aug-19,고양시 일산서구,F,광학제품,1566600
Aug-19,고양시 일산서구,F,자동차정비 유지,1758600
Aug-19,고양시 일산서구,F,건강식품,1844100
Aug-19,고양시 일산서구,F,가구,2060000
Aug-19,고양시 일산서구,F,레져용품,3100900
Aug-19,고양시 일산서구,F,의류,3673200
Aug-19,고양시 일산서구,F,서적문구,4067520
Aug-19,고양시 일산서구,F,약국,5639618
Aug-19,고양시 일산서구,F,기타의료기관,6361000
Aug-19,고양시 일산서구,F,레저업소,10862900
Aug-19,고양시 일산서구,F,유통업 영리,18668600
Aug-19,고양시 일산서구,F,회원제형태,23923000
Aug-19,고양시 일산서구,F,보건위생,26707130
Aug-19,고양시 일산서구,F,의원,27762358
Aug-19,고양시 일산서구,F,음료식품,29177746
Aug-19,고양시 일산서구,F,학원,89946900
Aug-19,고양시 일산서구,F,일반휴게음식,105920080
Aug-19,고양시 일산서구,M,전기제품,33000
Aug-19,고양시 일산서구,M,농업,57000
Aug-19,고양시 일산서구,M,숙박업,78000
Aug-19,고양시 일산서구,M,사무통신,112700
Aug-19,고양시 일산서구,M,자동차판매,125000
Aug-19,고양시 일산서구,M,직물,202000
Aug-19,고양시 일산서구,M,기타,228000
Aug-19,고양시 일산서구,M,건축자재,283300
Aug-19,고양시 일산서구,M,광학제품,329000
Aug-19,고양시 일산서구,M,문화.취미,352900
Aug-19,고양시 일산서구,M,주방용구,355000
Aug-19,고양시 일산서구,M,용역 서비스,489000
Aug-19,고양시 일산서구,M,신변잡화,516500
Aug-19,고양시 일산서구,M,수리서비스,709750
Aug-19,고양시 일산서구,M,건강식품,1132000
Aug-19,고양시 일산서구,M,의류,1168600
Aug-19,고양시 일산서구,M,레져용품,1273700
Aug-19,고양시 일산서구,M,가구,2138600
Aug-19,고양시 일산서구,M,서적문구,2938500
Aug-19,고양시 일산서구,M,약국,4025010
Aug-19,고양시 일산서구,M,기타의료기관,5043300
Aug-19,고양시 일산서구,M,자동차정비 유지,5793920
Aug-19,고양시 일산서구,M,레저업소,6824000
Aug-19,고양시 일산서구,M,회원제형태,8510400
Aug-19,고양시 일산서구,M,보건위생,12541930
Aug-19,고양시 일산서구,M,음료식품,14921552
Aug-19,고양시 일산서구,M,유통업 영리,18758190
Aug-19,고양시 일산서구,M,의원,19182620
Aug-19,고양시 일산서구,M,학원,38637450
Aug-19,고양시 일산서구,M,일반휴게음식,99664905
Aug-19,과천시,F,주방용구,12000
Aug-19,과천시,F,직물,18000
Aug-19,과천시,F,병원,39000
Aug-19,과천시,F,문화.취미,53400
Aug-19,과천시,F,유통업 비영리,56500
Aug-19,과천시,F,가구,72400
Aug-19,과천시,F,광학제품,92000
Aug-19,과천시,F,사무통신,94300
Aug-19,과천시,F,수리서비스,142750
Aug-19,과천시,F,자동차정비 유지,180000
Aug-19,과천시,F,레져용품,190000
Aug-19,과천시,F,기타의료기관,234500
Aug-19,과천시,F,용역 서비스,263000
Aug-19,과천시,F,연료판매점,338917
Aug-19,과천시,F,의류,627900
Aug-19,과천시,F,신변잡화,748000
Aug-19,과천시,F,건강식품,789469
Aug-19,과천시,F,약국,1137950
Aug-19,과천시,F,서적문구,1896230
Aug-19,과천시,F,유통업 영리,2531090
Aug-19,과천시,F,음료식품,2947100
Aug-19,과천시,F,의원,3435850
Aug-19,과천시,F,레저업소,4099400
Aug-19,과천시,F,회원제형태,4370000
Aug-19,과천시,F,보건위생,4905510
Aug-19,과천시,F,학원,8146650
Aug-19,과천시,F,일반휴게음식,27203590
Aug-19,과천시,M,사무통신,37300
Aug-19,과천시,M,병원,39200
Aug-19,과천시,M,기타,42000
Aug-19,과천시,M,신변잡화,51000
Aug-19,과천시,M,기타의료기관,66000
Aug-19,과천시,M,광학제품,75000
Aug-19,과천시,M,레져용품,82000
Aug-19,과천시,M,용역 서비스,122000
Aug-19,과천시,M,수리서비스,154020
Aug-19,과천시,M,문화.취미,162500
Aug-19,과천시,M,의류,204500
Aug-19,과천시,M,건강식품,449000
Aug-19,과천시,M,서적문구,683020
Aug-19,과천시,M,약국,914420
Aug-19,과천시,M,연료판매점,1026511
Aug-19,과천시,M,레저업소,2021600
Aug-19,과천시,M,음료식품,2434830
Aug-19,과천시,M,의원,3130400
Aug-19,과천시,M,유통업 영리,3215830
Aug-19,과천시,M,회원제형태,3235000
